name,face,type_line,subtype_count,subtypes,set,rarity,scryfall_uri
Blightspeaker,Blightspeaker,Creature — Human Rebel Cleric,3,"Human, Rebel, Cleric",tsr,common,https://scryfall.com/card/tsr/103/blightspeaker?utm_source=api
Blind Zealot,Blind Zealot,Creature — Phyrexian Human Cleric,3,"Phyrexian, Human, Cleric",nph,common,https://scryfall.com/card/nph/52/blind-zealot?utm_source=api
Bloodboil Sorcerer,Bloodboil Sorcerer,Creature — Human Shaman Sorcerer,3,"Human, Shaman, Sorcerer",clb,uncommon,https://scryfall.com/card/clb/164/bloodboil-sorcerer?utm_source=api
Bloodbond Vampire,Bloodbond Vampire,Creature — Vampire Shaman Ally,3,"Vampire, Shaman, Ally",jmp,uncommon,https://scryfall.com/card/jmp/209/bloodbond-vampire?utm_source=api
Bloodline Shaman,Bloodline Shaman,Creature — Elf Wizard Shaman,3,"Elf, Wizard, Shaman",ons,uncommon,https://scryfall.com/card/ons/249/bloodline-shaman?utm_source=api
Bloodthirsty Ogre,Bloodthirsty Ogre,Creature — Ogre Warrior Shaman,3,"Ogre, Warrior, Shaman",chk,uncommon,https://scryfall.com/card/chk/104/bloodthirsty-ogre?utm_source=api
"Blue Marvel, Adam Brashear","Blue Marvel, Adam Brashear",Legendary Creature — Human Scientist Hero,3,"Human, Scientist, Hero",msc,uncommon,https://scryfall.com/card/msc/530/blue-marvel-adam-brashear?utm_source=api
"Bob, Reluctant HYDRA Agent","Bob, Reluctant HYDRA Agent",Legendary Creature — Human Coward Villain,3,"Human, Coward, Villain",msc,uncommon,https://scryfall.com/card/msc/649/bob-reluctant-hydra-agent?utm_source=api
Boiling Rock Rioter,Boiling Rock Rioter,Creature — Human Rogue Ally,3,"Human, Rogue, Ally",tla,rare,https://scryfall.com/card/tla/87/boiling-rock-rioter?utm_source=api
Bojuka Brigand,Bojuka Brigand,Creature — Human Warrior Ally,3,"Human, Warrior, Ally",wwk,common,https://scryfall.com/card/wwk/51/bojuka-brigand?utm_source=api
Bola Warrior,Bola Warrior,Creature — Human Spellshaper Warrior,3,"Human, Spellshaper, Warrior",nem,common,https://scryfall.com/card/nem/78/bola-warrior?utm_source=api
Bonebind Orator,Bonebind Orator,Creature — Squirrel Warlock Bard,3,"Squirrel, Warlock, Bard",blb,common,https://scryfall.com/card/blb/84/bonebind-orator?utm_source=api
Borderland Ranger,Borderland Ranger,Creature — Human Scout Ranger,3,"Human, Scout, Ranger",avr,common,https://scryfall.com/card/avr/169/borderland-ranger?utm_source=api
Bounding Felidar,Bounding Felidar,Creature — Cat Beast Mount,3,"Cat, Beast, Mount",otj,uncommon,https://scryfall.com/card/otj/5/bounding-felidar?utm_source=api
Bounty Hunter,Bounty Hunter,Creature — Human Archer Minion,3,"Human, Archer, Minion",tmp,rare,https://scryfall.com/card/tmp/110/bounty-hunter?utm_source=api
Branchblight Stalker,Branchblight Stalker,Creature — Phyrexian Elf Scout,3,"Phyrexian, Elf, Scout",one,common,https://scryfall.com/card/one/160/branchblight-stalker?utm_source=api
Brave Brawler,Brave Brawler,Creature — Human Warrior Hero,3,"Human, Warrior, Hero",msh,common,https://scryfall.com/card/msh/8/brave-brawler?utm_source=api
"Brawn, Amadeus Cho","Brawn, Amadeus Cho",Legendary Creature — Gamma Scientist Hero,3,"Gamma, Scientist, Hero",msc,uncommon,https://scryfall.com/card/msc/567/brawn-amadeus-cho?utm_source=api
Breakneck Rider // Neck Breaker,Breakneck Rider,Creature — Human Scout Werewolf,3,"Human, Scout, Werewolf",soi,uncommon,https://scryfall.com/card/soi/147/breakneck-rider-neck-breaker?utm_source=api
Brine Shaman,Brine Shaman,Creature — Human Cleric Shaman,3,"Human, Cleric, Shaman",me2,common,https://scryfall.com/card/me2/80/brine-shaman?utm_source=api
"Brokkos, Apex of Forever","Brokkos, Apex of Forever",Legendary Creature — Nightmare Beast Elemental,3,"Nightmare, Beast, Elemental",iko,mythic,https://scryfall.com/card/iko/179/brokkos-apex-of-forever?utm_source=api
Bruce Banner // The Incredible Hulk,Bruce Banner,Legendary Creature — Human Scientist Hero,3,"Human, Scientist, Hero",msh,mythic,https://scryfall.com/card/msh/49/bruce-banner-the-incredible-hulk?utm_source=api
Bruce Banner // The Incredible Hulk,The Incredible Hulk,Legendary Creature — Gamma Berserker Hero,3,"Gamma, Berserker, Hero",msh,mythic,https://scryfall.com/card/msh/49/bruce-banner-the-incredible-hulk?utm_source=api
Brutal Cathar // Moonrage Brute,Brutal Cathar,Creature — Human Soldier Werewolf,3,"Human, Soldier, Werewolf",mid,rare,https://scryfall.com/card/mid/7/brutal-cathar-moonrage-brute?utm_source=api
"Bucky Barnes, Eager Ally","Bucky Barnes, Eager Ally",Legendary Creature — Human Soldier Hero,3,"Human, Soldier, Hero",msc,uncommon,https://scryfall.com/card/msc/586/bucky-barnes-eager-ally?utm_source=api
"Bullseye, Death Dealer","Bullseye, Death Dealer",Legendary Creature — Human Assassin Villain,3,"Human, Assassin, Villain",msh,uncommon,https://scryfall.com/card/msh/209/bullseye-death-dealer?utm_source=api
"Bumi, Eclectic Earthbender","Bumi, Eclectic Earthbender",Legendary Creature — Human Noble Ally,3,"Human, Noble, Ally",tle,rare,https://scryfall.com/card/tle/248/bumi-eclectic-earthbender?utm_source=api
"Bumi, King of Three Trials","Bumi, King of Three Trials",Legendary Creature — Human Noble Ally,3,"Human, Noble, Ally",tla,uncommon,https://scryfall.com/card/tla/169/bumi-king-of-three-trials?utm_source=api
"Bumi, Unleashed","Bumi, Unleashed",Legendary Creature — Human Noble Ally,3,"Human, Noble, Ally",tla,mythic,https://scryfall.com/card/tla/211/bumi-unleashed?utm_source=api
"Bushmaster, Coiled Henchman","Bushmaster, Coiled Henchman",Legendary Creature — Snake Human Villain,3,"Snake, Human, Villain",msc,common,https://scryfall.com/card/msc/716/bushmaster-coiled-henchman?utm_source=api
Cacophony Scamp,Cacophony Scamp,Creature — Phyrexian Goblin Warrior,3,"Phyrexian, Goblin, Warrior",one,uncommon,https://scryfall.com/card/one/124/cacophony-scamp?utm_source=api
Callidus Assassin,Callidus Assassin,Creature — Human Shapeshifter Assassin,3,"Human, Shapeshifter, Assassin",40k,rare,https://scryfall.com/card/40k/109/callidus-assassin?utm_source=api
"Cao Ren, Wei Commander","Cao Ren, Wei Commander",Legendary Creature — Human Soldier Warrior,3,"Human, Soldier, Warrior",ptk,rare,https://scryfall.com/card/ptk/69/cao-ren-wei-commander?utm_source=api
Capricious Sorcerer,Capricious Sorcerer,Creature — Human Wizard Sorcerer,3,"Human, Wizard, Sorcerer",por,rare,https://scryfall.com/card/por/43/capricious-sorcerer?utm_source=api
"Captain America, First Avenger","Captain America, First Avenger",Legendary Creature — Human Soldier Hero,3,"Human, Soldier, Hero",mar,mythic,https://scryfall.com/card/mar/88/captain-america-first-avenger?utm_source=api
"Captain America, Liberator","Captain America, Liberator",Legendary Creature — Human Soldier Hero,3,"Human, Soldier, Hero",msc,rare,https://scryfall.com/card/msc/587/captain-america-liberator?utm_source=api
"Captain America, Living Legend","Captain America, Living Legend",Legendary Creature — Human Soldier Hero,3,"Human, Soldier, Hero",msh,uncommon,https://scryfall.com/card/msh/210/captain-america-living-legend?utm_source=api
"Captain America, Skybound","Captain America, Skybound",Legendary Creature — Human Soldier Hero,3,"Human, Soldier, Hero",msc,rare,https://scryfall.com/card/msc/588/captain-america-skybound?utm_source=api
"Captain America, Steve Rogers","Captain America, Steve Rogers",Legendary Creature — Human Soldier Hero,3,"Human, Soldier, Hero",msc,rare,https://scryfall.com/card/msc/835/captain-america-steve-rogers?utm_source=api
"Captain America, Super-Soldier","Captain America, Super-Soldier",Legendary Creature — Human Soldier Hero,3,"Human, Soldier, Hero",msh,mythic,https://scryfall.com/card/msh/9/captain-america-super-soldier?utm_source=api
"Captain America, Team Leader","Captain America, Team Leader",Legendary Creature — Human Soldier Hero,3,"Human, Soldier, Hero",msc,mythic,https://scryfall.com/card/msc/5/captain-america-team-leader?utm_source=api
"Captain America, Unbowed","Captain America, Unbowed",Legendary Creature — Human Soldier Hero,3,"Human, Soldier, Hero",msc,rare,https://scryfall.com/card/msc/505/captain-america-unbowed?utm_source=api
"Captain America, Wings of Freedom","Captain America, Wings of Freedom",Legendary Creature — Human Soldier Hero,3,"Human, Soldier, Hero",msh,rare,https://scryfall.com/card/msh/10/captain-america-wings-of-freedom?utm_source=api
"Captain Mar-Vell, Space-Born","Captain Mar-Vell, Space-Born",Legendary Creature — Kree Soldier Hero,3,"Kree, Soldier, Hero",msh,uncommon,https://scryfall.com/card/msh/12/captain-mar-vell-space-born?utm_source=api
"Captain Marvel, Apex Avenger","Captain Marvel, Apex Avenger",Legendary Creature — Human Kree Hero,3,"Human, Kree, Hero",msc,rare,https://scryfall.com/card/msc/78/captain-marvel-apex-avenger?utm_source=api
"Captain Marvel, Earth's Protector","Captain Marvel, Earth's Protector",Legendary Creature — Human Kree Hero,3,"Human, Kree, Hero",msh,mythic,https://scryfall.com/card/msh/11/captain-marvel-earths-protector?utm_source=api
"Captain Marvel, Shooting Star","Captain Marvel, Shooting Star",Legendary Creature — Human Kree Hero,3,"Human, Kree, Hero",msc,mythic,https://scryfall.com/card/msc/589/captain-marvel-shooting-star?utm_source=api
Captain Rex Nebula,Captain Rex Nebula,Legendary Creature — Human Pilot Employee,3,"Human, Pilot, Employee",unf,rare,https://scryfall.com/card/unf/164/captain-rex-nebula?utm_source=api
Carnival Carnivore,Carnival Carnivore,Creature — Alien Crab Horror,3,"Alien, Crab, Horror",unf,common,https://scryfall.com/card/unf/68/carnival-carnivore?utm_source=api
Carnivorous Moss-Beast,Carnivorous Moss-Beast,Creature — Plant Elemental Beast,3,"Plant, Elemental, Beast",m15,common,https://scryfall.com/card/m15/170/carnivorous-moss-beast?utm_source=api
Cat Burglar,Cat Burglar,Creature — Kor Rogue Minion,3,"Kor, Rogue, Minion",exo,common,https://scryfall.com/card/exo/54/cat-burglar?utm_source=api
Caustic Bronco,Caustic Bronco,Creature — Snake Horse Mount,3,"Snake, Horse, Mount",otj,rare,https://scryfall.com/card/otj/82/caustic-bronco?utm_source=api
"Celes, Rune Knight","Celes, Rune Knight",Legendary Creature — Human Wizard Knight,3,"Human, Wizard, Knight",fic,mythic,https://scryfall.com/card/fic/1/celes-rune-knight?utm_source=api
Cephalid Scout,Cephalid Scout,Creature — Octopus Wizard Scout,3,"Octopus, Wizard, Scout",ody,common,https://scryfall.com/card/ody/74/cephalid-scout?utm_source=api
"Cerise, Slayer of Fear","Cerise, Slayer of Fear",Legendary Creature — Human Cleric Knight,3,"Human, Cleric, Knight",ywoe,rare,https://scryfall.com/card/ywoe/1/cerise-slayer-of-fear?utm_source=api
"Chameleon, Master of Disguise","Chameleon, Master of Disguise",Legendary Creature — Human Shapeshifter Villain,3,"Human, Shapeshifter, Villain",msc,uncommon,https://scryfall.com/card/msc/148/chameleon-master-of-disguise?utm_source=api
Chasm Guide,Chasm Guide,Creature — Goblin Scout Ally,3,"Goblin, Scout, Ally",bfz,uncommon,https://scryfall.com/card/bfz/143/chasm-guide?utm_source=api
Children of Korlis,Children of Korlis,Creature — Human Rebel Cleric,3,"Human, Rebel, Cleric",tsr,common,https://scryfall.com/card/tsr/14/children-of-korlis?utm_source=api
Chimney Rabble,Chimney Rabble,Creature — Phyrexian Goblin Warrior,3,"Phyrexian, Goblin, Warrior",one,common,https://scryfall.com/card/one/126/chimney-rabble?utm_source=api
"Chong and Lily, Nomads","Chong and Lily, Nomads",Legendary Creature — Human Bard Ally,3,"Human, Bard, Ally",tle,rare,https://scryfall.com/card/tle/113/chong-and-lily-nomads?utm_source=api
Chupacabra Echo,Chupacabra Echo,Creature — Beast Horror Spirit,3,"Beast, Horror, Spirit",lci,uncommon,https://scryfall.com/card/lci/97/chupacabra-echo?utm_source=api
"Cid, Freeflier Pilot","Cid, Freeflier Pilot",Legendary Creature — Human Warrior Pilot,3,"Human, Warrior, Pilot",fic,rare,https://scryfall.com/card/fic/13/cid-freeflier-pilot?utm_source=api
Circle of the Moon Druid,Circle of the Moon Druid,Creature — Human Elf Druid,3,"Human, Elf, Druid",afr,common,https://scryfall.com/card/afr/177/circle-of-the-moon-druid?utm_source=api
Citanul Stalwart,Citanul Stalwart,Creature — Elf Druid Soldier,3,"Elf, Druid, Soldier",bro,common,https://scryfall.com/card/bro/175/citanul-stalwart?utm_source=api
"Citizen V, Helmut Zemo","Citizen V, Helmut Zemo",Legendary Creature — Human Noble Villain,3,"Human, Noble, Villain",msc,rare,https://scryfall.com/card/msc/650/citizen-v-helmut-zemo?utm_source=api
Civic Wayfinder,Civic Wayfinder,Creature — Elf Druid Warrior,3,"Elf, Druid, Warrior",ddr,common,https://scryfall.com/card/ddr/5/civic-wayfinder?utm_source=api
Clamavus,Clamavus,Creature — Human Tyranid Artificer,3,"Human, Tyranid, Artificer",40k,rare,https://scryfall.com/card/40k/90/clamavus?utm_source=api
Cliffhaven Vampire,Cliffhaven Vampire,Creature — Vampire Warrior Ally,3,"Vampire, Warrior, Ally",ogw,uncommon,https://scryfall.com/card/ogw/153/cliffhaven-vampire?utm_source=api
Cliffside Lookout,Cliffside Lookout,Creature — Kor Scout Ally,3,"Kor, Scout, Ally",bfz,common,https://scryfall.com/card/bfz/20/cliffside-lookout?utm_source=api
"Clive, Ifrit's Dominant // Ifrit, Warden of Inferno","Clive, Ifrit's Dominant",Legendary Creature — Human Noble Warrior,3,"Human, Noble, Warrior",fin,mythic,https://scryfall.com/card/fin/133/clive-ifrits-dominant-ifrit-warden-of-inferno?utm_source=api
"Cloud, Ex-SOLDIER","Cloud, Ex-SOLDIER",Legendary Creature — Human Soldier Mercenary,3,"Human, Soldier, Mercenary",fic,mythic,https://scryfall.com/card/fic/2/cloud-ex-soldier?utm_source=api
"Cloud, Midgar Mercenary","Cloud, Midgar Mercenary",Legendary Creature — Human Soldier Mercenary,3,"Human, Soldier, Mercenary",fin,mythic,https://scryfall.com/card/fin/10/cloud-midgar-mercenary?utm_source=api
"Cloud, Planet's Champion","Cloud, Planet's Champion",Legendary Creature — Human Soldier Mercenary,3,"Human, Soldier, Mercenary",fin,mythic,https://scryfall.com/card/fin/552/cloud-planets-champion?utm_source=api
Cloudgoat Ranger,Cloudgoat Ranger,Creature — Giant Warrior Ranger,3,"Giant, Warrior, Ranger",khc,uncommon,https://scryfall.com/card/khc/21/cloudgoat-ranger?utm_source=api
Coiling Oracle,Coiling Oracle,Creature — Snake Elf Druid,3,"Snake, Elf, Druid",rvr,common,https://scryfall.com/card/rvr/172/coiling-oracle?utm_source=api
"Colleen Wing, Street Samurai","Colleen Wing, Street Samurai",Legendary Creature — Human Samurai Hero,3,"Human, Samurai, Hero",msh,uncommon,https://scryfall.com/card/msh/13/colleen-wing-street-samurai?utm_source=api
Combat Medic,Combat Medic,Creature — Human Cleric Soldier,3,"Human, Cleric, Soldier",me2,common,https://scryfall.com/card/me2/9/combat-medic?utm_source=api
Commander Greven il-Vec,Commander Greven il-Vec,Legendary Creature — Phyrexian Human Warrior,3,"Phyrexian, Human, Warrior",tpr,rare,https://scryfall.com/card/tpr/88/commander-greven-il-vec?utm_source=api
Common Crook,Common Crook,Creature — Human Rogue Villain,3,"Human, Rogue, Villain",msc,common,https://scryfall.com/card/msc/792/common-crook?utm_source=api
Compassionate Healer,Compassionate Healer,Creature — Human Cleric Ally,3,"Human, Cleric, Ally",tla,common,https://scryfall.com/card/tla/13/compassionate-healer?utm_source=api
Complaints Clerk,Complaints Clerk,Creature — Sloth Beast Employee,3,"Sloth, Beast, Employee",unf,uncommon,https://scryfall.com/card/unf/7/complaints-clerk?utm_source=api
Compleated Huntmaster,Compleated Huntmaster,Creature — Phyrexian Elf Warrior,3,"Phyrexian, Elf, Warrior",mom,uncommon,https://scryfall.com/card/mom/96/compleated-huntmaster?utm_source=api
Construction Arsonist,Construction Arsonist,Creature — Goblin Rogue Wizard,3,"Goblin, Rogue, Wizard",ymkm,rare,https://scryfall.com/card/ymkm/15/construction-arsonist?utm_source=api
Contagious Vorrac,Contagious Vorrac,Creature — Phyrexian Boar Beast,3,"Phyrexian, Boar, Beast",one,common,https://scryfall.com/card/one/164/contagious-vorrac?utm_source=api
Contract Hero,Contract Hero,Creature — Human Mercenary Hero,3,"Human, Mercenary, Hero",msc,common,https://scryfall.com/card/msc/683/contract-hero?utm_source=api
Copper Host Crusher,Copper Host Crusher,Creature — Phyrexian Bear Rhino,3,"Phyrexian, Bear, Rhino",mom,uncommon,https://scryfall.com/card/mom/181/copper-host-crusher?utm_source=api
Coralhelm Guide,Coralhelm Guide,Creature — Merfolk Scout Ally,3,"Merfolk, Scout, Ally",bbd,common,https://scryfall.com/card/bbd/116/coralhelm-guide?utm_source=api
Cosmic Spider-Man,Cosmic Spider-Man,Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",spm,mythic,https://scryfall.com/card/spm/127/cosmic-spider-man?utm_source=api
Council of Reeds,Council of Reeds,Legendary Creature — Human Scientist Hero,3,"Human, Scientist, Hero",msc,rare,https://scryfall.com/card/msc/28/council-of-reeds?utm_source=api
"Crossbones, Malicious Mercenary","Crossbones, Malicious Mercenary",Legendary Creature — Human Mercenary Villain,3,"Human, Mercenary, Villain",msh,uncommon,https://scryfall.com/card/msh/91/crossbones-malicious-mercenary?utm_source=api
Crossbow Infantry,Crossbow Infantry,Creature — Human Soldier Archer,3,"Human, Soldier, Archer",9ed,common,https://scryfall.com/card/9ed/12/crossbow-infantry?utm_source=api
Crustacean Commando,Crustacean Commando,Creature — Crab Mutant Soldier,3,"Crab, Mutant, Soldier",tmt,common,https://scryfall.com/card/tmt/33/crustacean-commando?utm_source=api
"Crystal, Inhuman Princess","Crystal, Inhuman Princess",Legendary Creature — Inhuman Noble Hero,3,"Inhuman, Noble, Hero",msc,rare,https://scryfall.com/card/msc/80/crystal-inhuman-princess?utm_source=api
Cytoplast Manipulator,Cytoplast Manipulator,Creature — Human Wizard Mutant,3,"Human, Wizard, Mutant",dis,rare,https://scryfall.com/card/dis/23/cytoplast-manipulator?utm_source=api
D'Avenant Archer,D'Avenant Archer,Creature — Human Soldier Archer,3,"Human, Soldier, Archer",me3,common,https://scryfall.com/card/me3/6/davenant-archer?utm_source=api
D'Avenant Healer,D'Avenant Healer,Creature — Human Cleric Archer,3,"Human, Cleric, Archer",tsp,common,https://scryfall.com/card/tsp/11/davenant-healer?utm_source=api
Dai Li Censor,Dai Li Censor,Creature — Human Soldier Advisor,3,"Human, Soldier, Advisor",tle,common,https://scryfall.com/card/tle/102/dai-li-censor?utm_source=api
Dakmor Sorceress,Dakmor Sorceress,Creature — Human Wizard Sorcerer,3,"Human, Wizard, Sorcerer",s99,rare,https://scryfall.com/card/s99/74/dakmor-sorceress?utm_source=api
